EWN_OFFSET;POS;SAMA_Lemma;Pos_Sentiment_score;Neg_Sentiment_Score;Confidence;ANGER;DISGUST;FEAR;JOY;SADNESS;SURPRISE
00796047;a;masoraHiy~;0.125;0.0;100.0;0.04468162;0.06360431;0.03521263;0.25904284;0.10535712;0.18139172
02733187;a;maEodiy~;0;0;50;0.10181369;0.13549366;0.00000000;0.12926583;0.29954732;0.16715696
02331262;a;mutawaf~iq;0.625;0;100;0.08610042;0.07788448;0.09264678;0.16800479;0.09172908;0.16695905
01926089;a;tafak~ur;0.25;0;33;0.19035242;0.08989747;0.12265135;0.05897881;0.16073266;0.18185794
01752792;a;mufosid;0.23828125;0.3359375;100.0;0.24853443;0.14525517;0.06831353;0.07669795;0.02323548;0.23010751
00513981;a;$ak~A';0.0;0.75;50.0;0.03485371;0.02443324;0.00437300;0.07749967;0.00998676;0.04573498
01149358;a;DaHuwk;0.5;0.5;100;0.11647518;0.23604048;0.11746165;0.10072477;0.04128173;0.12452727
01842763;a;Eamodiy~;0.1015625;0.046875;33.0;0.12463779;0.15851628;0.08350866;0.08006529;0.14953862;0.11607368
00154163;a;munovalim;0.09375;0.625;50.0;0.17608402;0.16339685;0.04409883;0.12101865;0.14336952;0.13232027
02435383;a;SAmid;0.111328125;0.263671875;50.0;0.07041886;0.09020214;0.40952350;0.11601157;0.05885851;0.13429950
01568375;a;>umamiy~;0.0;0.3125;50.0;0.11487359;0.10256217;0.14425734;0.14707274;0.12346065;0.14681632
01223941;a;xidAEiy~;0.0625;0.671875;50.0;0.20959363;0.20297420;0.04623022;0.08771970;0.12768462;0.08925877
